wavelength,n,k
6.270044125130228167e+03,1.551981368107773873e+00,6.681892316999562924e-03
6.379540430932644085e+03,1.552018826645424454e+00,6.946804142239916893e-03
6.490948914822662118e+03,1.552057006108938930e+00,7.216343000006372570e-03
6.604302969936352383e+03,1.552094545183573260e+00,7.490589631709312218e-03
6.719636572567562325e+03,1.552119206000301066e+00,7.770458698280835116e-03
6.836984292351858130e+03,1.552109712285945076e+00,8.065609150925724669e-03
6.956381302628261437e+03,1.552072968252161900e+00,8.389453977773075888e-03
7.077863390981977318e+03,1.552034608671946092e+00,8.732683530446575318e-03
7.201466969971237631e+03,1.551995638563480107e+00,9.081907780136946537e-03
7.327229088041432988e+03,1.551957201327863078e+00,9.437231347176654531e-03
7.455187440629880257e+03,1.551923785901478725e+00,9.798760765831497285e-03
7.585380381464500715e+03,1.551897528647580460e+00,1.016660435893601208e-02
7.717846934059806699e+03,1.551872973727309812e+00,1.055303042303257222e-02
7.852626803413675589e+03,1.551848042549971440e+00,1.097739823313181873e-02
7.989760387908341727e+03,1.551822729093058628e+00,1.142361478695130828e-02
8.129288791419256086e+03,1.551798860890337028e+00,1.187765980080987896e-02
8.271253835635416181e+03,1.551779739997203533e+00,1.233611734868843290e-02
8.415698072594805126e+03,1.551763212996550623e+00,1.275830255780598631e-02
8.562664797438788810e+03,1.551746681909697223e+00,1.308438676923106073e-02
8.712198061389217401e+03,1.551729908498886923e+00,1.336193904181457240e-02
8.864342684952172931e+03,1.551712889652814953e+00,1.364433860868021452e-02
9.019144271352293799e+03,1.551695615904580050e+00,1.393425318025331462e-02
9.176649220201690696e+03,1.551678148255316581e+00,1.425254037940524958e-02
9.336904741407581241e+03,1.551669720948892772e+00,1.463652416547668068e-02
9.499958869322821556e+03,1.551696831597067838e+00,1.507401957232490722e-02
9.665860477143505705e+03,1.551759378044184290e+00,1.551915559235561744e-02
9.834659291558038603e+03,1.551825429296239678e+00,1.597193507746537747e-02
1.000640590765200977e+04,1.551890773203290053e+00,1.642481876938571214e-02
1.018115180407336447e+04,1.551939800000130765e+00,1.684624477425768901e-02
1.035894935846242151e+04,1.551942963873253367e+00,1.721764172635308066e-02
1.053985186315131432e+04,1.551908879824148046e+00,1.758268269109809073e-02
1.072391354113763373e+04,1.551874237645896715e+00,1.795409872441141447e-02
1.091118956233703648e+04,1.551839027712496488e+00,1.832979324623425568e-02
1.110173606011961056e+04,1.551804417885902287e+00,1.866655071732770121e-02
1.129561014813511065e+04,1.551778428461296100e+00,1.888360082695087969e-02
1.149286993743194944e+04,1.551770885257569565e+00,1.905329076469781946e-02
1.169357455387517984e+04,1.551769962572269179e+00,1.922594397927854248e-02
1.189778415586867050e+04,1.551769057122835083e+00,1.944622900572133203e-02
1.210555995238670039e+04,1.551768168670890846e+00,1.989921540602713340e-02
1.231696422132052248e+04,1.551767294928486418e+00,2.067455524895308108e-02
1.253206032814530772e+04,1.551766437187982683e+00,2.152456716924806140e-02
1.275091274491301374e+04,1.551765594003670534e+00,2.238942378961315469e-02
1.297358706957702270e+04,1.551764766983376287e+00,2.316171708807602397e-02
1.320015004565419258e+04,1.551763955930279382e+00,2.355976205462298467e-02
1.343066958223028450e+04,1.551763160046995660e+00,2.380097317921735928e-02
1.366521477431480525e+04,1.551762377720675934e+00,2.404014197890747342e-02
1.390385592355121298e+04,1.551761609474033632e+00,2.428348737199777577e-02
1.414666455928887990e+04,1.551760854442619575e+00,2.453108229893147599e-02
1.439371346002303653e+04,1.551760113517252071e+00,2.476802590994493444e-02
1.464507667520906944e+04,1.551759386910048555e+00,2.490035641361768026e-02
1.490082954745782808e+04,1.551758673598260918e+00,2.482894127019640018e-02
1.516104873511852566e+04,1.551757972621161885e+00,2.473695445343931237e-02
1.542581223525598762e+04,1.551757283956406441e+00,2.464392783433098574e-02
1.569519940702922395e+04,1.551756607301660207e+00,2.456957711430256264e-02
1.596929099547817532e+04,1.551755942895986173e+00,2.458958281195653198e-02
1.624816915572593280e+04,1.551755291399772307e+00,2.471463981945477492e-02
1.653191747760361977e+04,1.551754651337764912e+00,2.485139176630414559e-02
1.682062101070521021e+04,1.551754022519105325e+00,2.499053167350536939e-02
1.711436628988001394e+04,1.551753404449071283e+00,2.513210124807853385e-02
1.741324136117025409e+04,1.551752797363501912e+00,2.527614291897592805e-02
1.771733580820164934e+04,1.551752201026372013e+00,2.542269986028459008e-02
1.802674077903486977e+04,1.551751616580856474e+00,2.557181598786632815e-02
1.834154901348586282e+04,1.551751042079916321e+00,2.572155736040426105e-02
1.866185487092332914e+04,1.551750477887728907e+00,2.585039134130045699e-02
1.898775435855165051e+04,1.551749923104337014e+00,2.590279156871715810e-02
1.931934516018766590e+04,1.551749378418635361e+00,2.590262334267762548e-02
1.965672666554005264e+04,1.551748843085419827e+00,2.589929796824891675e-02
2.000000000000000364e+04,1.551748318671833049e+00,2.589591422028596560e-02
2.034926805495213193e+04,1.551747802871934923e+00,2.589269600760345236e-02
2.070463551861475935e+04,1.551747296521998498e+00,2.589087610541519063e-02
2.106620890741874246e+04,1.551746798292384932e+00,2.589057869483572111e-02
2.143409659793421088e+04,1.551746309308085214e+00,2.589058626985742823e-02
2.180840885935505503e+04,1.551745828434793584e+00,2.589059372909726861e-02
2.218925788655044016e+04,1.551745357624602750e+00,2.587689637045307439e-02
2.257675783369376950e+04,1.551744894305681965e+00,2.576260827216089733e-02
2.297102484847876258e+04,1.551744439752344995e+00,2.552630500564241969e-02
2.337217710693302070e+04,1.551743992227577529e+00,2.527510380261978676e-02
2.378033484883980054e+04,1.551743553216412996e+00,2.501951538086039095e-02
2.419562041377802962e+04,1.551743121198796427e+00,2.479099428597475105e-02
2.461815827779204119e+04,1.551742698339447557e+00,2.480999891315185252e-02
2.504807509070146625e+04,1.551742281742130469e+00,2.510454876601384000e-02
2.548549971406267287e+04,1.551741873168374752e+00,2.542587618071207034e-02
2.593056325979335452e+04,1.551741470650059185e+00,2.575259027247345581e-02
2.638339912947143603e+04,1.551741076000897612e+00,2.607861153789094513e-02
2.684414305432024048e+04,1.551740687448815326e+00,2.628423764509154811e-02
2.731293313589219542e+04,1.551740307818264997e+00,2.577072932999190449e-02
2.778990988746275252e+04,1.551739933664086912e+00,2.522132111660508116e-02
2.827521627614720273e+04,1.551739566931343406e+00,2.466231787425479660e-02
2.876899776575326177e+04,1.551739205379592867e+00,2.410953993851903607e-02
2.927140236038159856e+04,1.551738851040537437e+00,2.371127120286495651e-02
2.978258064878817459e+04,1.551738501864783792e+00,2.346958837427242858e-02
3.030268584952106175e+04,1.551738160527938115e+00,2.322596873653960670e-02
3.083187385684543915e+04,1.551737824016086842e+00,2.297826104833062752e-02
3.137030328747096064e+04,1.551737494168362153e+00,2.272914809432764402e-02
3.191813552809462271e+04,1.551737169026475627e+00,2.248990158153865715e-02
3.247553478377441934e+04,1.551736850293001124e+00,2.226420845300182069e-02
3.304266812714740809e+04,1.551736536382250176e+00,2.203457373040838482e-02
3.361970554850727785e+04,1.551736229368393172e+00,2.180121893045519621e-02
3.420682000675679592e+04,1.551735926806905308e+00,2.157588501286422308e-02
3.480418748124970443e+04,1.551735630063013405e+00,2.146698776792991745e-02
3.541198702453796432e+04,1.551735337651541924e+00,2.143527466574397800e-02
3.603040081604048464e+04,1.551735050865778565e+00,2.141252698635021795e-02
3.665961421664871887e+04,1.551734768548864274e+00,2.138938192617897277e-02
3.729981582428592810e+04,1.551734492289604805e+00,2.135627787961237936e-02
3.795119753043701348e+04,1.551734220209173953e+00,2.113271617492567395e-02
3.861395457766499749e+04,1.551733953320457937e+00,2.065252757356891497e-02
3.928828561813254055e+04,1.551733690474615290e+00,2.012665371918195140e-02
3.997439277314501669e+04,1.551733432546009483e+00,1.959191008699997377e-02
4.067248169373345445e+04,1.551733178760968501e+00,1.906022031769964362e-02
4.138276162229580950e+04,1.551732930243276742e+00,1.864619693285534535e-02
4.210544545531414769e+04,1.551732685539766621e+00,1.830222760307491370e-02
4.284074980716766731e+04,1.551732445311167163e+00,1.795678093809898249e-02
4.358889507505971415e+04,1.551732208832743654e+00,1.760540292205496279e-02
4.435010550507864536e+04,1.551731976643579536e+00,1.725378105425318109e-02
4.512460925941266760e+04,1.551731748304673753e+00,1.697486492237830838e-02
4.591263848473819235e+04,1.551731524583150224e+00,1.673574877154979795e-02
4.671442938180243073e+04,1.551731304428482394e+00,1.649286860359566731e-02
4.753022227622146602e+04,1.551731088171496520e+00,1.624596497997916889e-02
4.836026169051441684e+04,1.551730875403672050e+00,1.602447086022873793e-02
4.920479641739550425e+04,1.551730666348342336e+00,1.590687487224057978e-02
5.006407959434652003e+04,1.551730460910230036e+00,1.583368385818858734e-02
5.093836877949081099e+04,1.551730259503178333e+00,1.575921458713746420e-02
5.182792602879315382e+04,1.551730061425203644e+00,1.568344474568606969e-02
5.273301797460717353e+04,1.551729866729079976e+00,1.559576037246758300e-02
5.365391590559450560e+04,1.551729675301273703e+00,1.545704364091086969e-02
5.459089584804015612e+04,1.551729487108833849e+00,1.528290974463350493e-02
5.554423864858711022e+04,1.551729302291719570e+00,1.510525063563299131e-02
5.651423005841654231e+04,1.551729120954037588e+00,1.492448888882155072e-02
5.750116081889760972e+04,1.551728942723858751e+00,1.477295591115788606e-02
5.850532674873290671e+04,1.551728767397424047e+00,1.483720721218856516e-02
5.952702883262632531e+04,1.551728595096470542e+00,1.500005926919489863e-02
6.056657331149891979e+04,1.551728425597759031e+00,1.517248280627406937e-02
6.162427177428005234e+04,1.551728259244122832e+00,1.534805181193634946e-02
6.270044125130225439e+04,1.551728095910434702e+00,1.549255841790521740e-02
6.379540430932643358e+04,1.551727935501159505e+00,1.540645789139388419e-02
6.490948914822658116e+04,1.551727777647999185e+00,1.522131674828732135e-02
6.604302969936351292e+04,1.551727622612684376e+00,1.502869902357215071e-02
6.719636572567562689e+04,1.551727470012852050e+00,1.483271745404899679e-02
6.836984292351854674e+04,1.551727320329680415e+00,1.465205495222386863e-02
6.956381302628261619e+04,1.551727173254886516e+00,1.456342688175414624e-02
7.077863390981977864e+04,1.551727028863337798e+00,1.451179118000191226e-02
7.201466969971240906e+04,1.551726886686543683e+00,1.446233786375740286e-02
7.327229088041433715e+04,1.551726747115682148e+00,1.441208501316996494e-02
7.455187440629876801e+04,1.551726609665777357e+00,1.436947502968088757e-02
7.585380381464499806e+04,1.551726474904606023e+00,1.445756832978023661e-02
7.717846934059806517e+04,1.551726342419237348e+00,1.457611629205608772e-02
7.852626803413672314e+04,1.551726212417835482e+00,1.469840045014035070e-02
7.989760387908341363e+04,1.551726084348863166e+00,1.482283006393230081e-02
8.129288791419255722e+04,1.551725958684017526e+00,1.493351610204807049e-02
8.271253835635412543e+04,1.551725834876189980e+00,1.499512317920861752e-02
8.415698072594805853e+04,1.551725713561316722e+00,1.503512608387085579e-02
8.562664797438782989e+04,1.551725594233803740e+00,1.507398580857093572e-02
8.712198061389217037e+04,1.551725477195159852e+00,1.511352412206104327e-02
8.864342684952171112e+04,1.551725361847061224e+00,1.514663674631459671e-02
9.019144271352290525e+04,1.551725248709660887e+00,1.515634571691414773e-02
9.176649220201690332e+04,1.551725137194574611e+00,1.515711647751118510e-02
9.336904741407580150e+04,1.551725027970306536e+00,1.515711751530804743e-02
9.499958869322825922e+04,1.551724920483758874e+00,1.515711853706980944e-02
9.665860477143505705e+04,1.551724815099449151e+00,1.516300228006361474e-02
9.834659291558033146e+04,1.551724711195625828e+00,1.518939039281852130e-02
1.000640590765200905e+05,1.551724609316295522e+00,1.522296805514491286e-02
1.018115180407336447e+05,1.551724508872622810e+00,1.525770610458267867e-02
1.035894935846241715e+05,1.551724410507398622e+00,1.529305076725944422e-02
1.053985186315131432e+05,1.551724313703849445e+00,1.532206385492379183e-02
1.072391354113763518e+05,1.551724218777073450e+00,1.532946317900868265e-02
1.091118956233703066e+05,1.551724125218082007e+00,1.533004280892600810e-02
1.110173606011961238e+05,1.551724033434322747e+00,1.533004369514821483e-02
1.129561014813510556e+05,1.551723942993447292e+00,1.533004456872785401e-02
1.149286993743194907e+05,1.551723854372157430e+00,1.533004542509693209e-02
1.169357455387517984e+05,1.551723767201490078e+00,1.533004626776538620e-02
1.189778415586866322e+05,1.551723681672137367e+00,1.533004709489498019e-02
1.210555995238670002e+05,1.551723597420724632e+00,1.533004790994917446e-02
1.231696422132052394e+05,1.551723514721627728e+00,1.533004871028915972e-02
1.253206032814531354e+05,1.551723433276871233e+00,1.533004949875683975e-02
1.275091274491301447e+05,1.551723353428605678e+00,1.533005027206094280e-02
1.297358706957701652e+05,1.551723274923714868e+00,1.533005103261551177e-02
1.320015004565419222e+05,1.551723197857908465e+00,1.533005177949038796e-02
1.343066958223028632e+05,1.551723121981418707e+00,1.533005251507226462e-02
1.366521477431480016e+05,1.551723047464923066e+00,1.533005323771217260e-02
1.390385592355121044e+05,1.551722974115101961e+00,1.533005394925767914e-02
1.414666455928887881e+05,1.551722902168631402e+00,1.533005464742367117e-02
1.439371346002303180e+05,1.551722831462331476e+00,1.533005533376900417e-02
1.464507667520906834e+05,1.551722762020182333e+00,1.533005600805330271e-02
1.490082954745782190e+05,1.551722693680545495e+00,1.533005667182384298e-02
1.516104873511852347e+05,1.551722626534863148e+00,1.533005732419196430e-02
1.542581223525598762e+05,1.551722560470104373e+00,1.533005796623870126e-02
1.569519940702921594e+05,1.551722495641380650e+00,1.533005859646079452e-02
1.596929099547817605e+05,1.551722431954208892e+00,1.533005921576085367e-02
1.624816915572593571e+05,1.551722369379775035e+00,1.533005982440908792e-02
1.653191747760362632e+05,1.551722307823690139e+00,1.533006042330938359e-02
1.682062101070521167e+05,1.551722247318124248e+00,1.533006101214466101e-02
1.711436628988000739e+05,1.551722187810435249e+00,1.533006159141687454e-02
1.741324136117025628e+05,1.551722129393730221e+00,1.533006216021976127e-02
1.771733580820164643e+05,1.551722072024908528e+00,1.533006271896304035e-02
1.802674077903486032e+05,1.551722015637676311e+00,1.533006326828154249e-02
1.834154901348586427e+05,1.551721960187881555e+00,1.533006380859659561e-02
1.866185487092332914e+05,1.551721905664607215e+00,1.533006434000863324e-02
1.898775435855164251e+05,1.551721852059450457e+00,1.533006486259368313e-02
1.931934516018766735e+05,1.551721799419421455e+00,1.533006537589116404e-02
1.965672666554004245e+05,1.551721747738777912e+00,1.533006587995106550e-02
2.000000000000000291e+05,1.551721708522241672e+00,1.533006626250646605e-02
